M,N,K,custom_ms,custom_tflops,custom_peak_pct,ideal_dram_bytes,ai_flop_per_byte,hbm_tbps,compute_peak_tflops,mem_roof_tflops,roofline_tflops,roofline_bound,custom_roofline_pct,cublas_ms,cublas_tflops,cublas_peak_pct,cublas_roofline_pct,max_abs,max_rel,bad_count,passed
2048,2048,2048,0.454773,37.7768,56.4607,5.03316e+07,341.333,3.35,66.9082,1143.47,66.9082,compute,56.4607,nan,nan,nan,nan,0,0,0,1
4096,4096,4096,3.58796,38.3056,57.251,2.01327e+08,682.667,3.35,66.9082,2286.93,66.9082,compute,57.251,nan,nan,nan,nan,0,0,0,1
